epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,1543.85,0.4376,0.2454,0.00421,0.99857,1,0.995,0.94237,0.35622,0.12768,0.00432,0.000678931,0.000678931,0.000678931
137,1554.57,0.43348,0.2916,0.0046,1,0.99875,0.995,0.94019,0.3328,0.11373,0.00419,0.000674764,0.000674764,0.000674764
138,1565.31,0.45569,0.24386,0.00407,0.97988,0.99376,0.9926,0.93399,0.37413,0.17654,0.00468,0.000670583,0.000670583,0.000670583
139,1576.22,0.43323,0.25758,0.00434,0.97991,0.9954,0.9942,0.93955,0.38955,0.14778,0.00495,0.00066639,0.00066639,0.00066639
140,1585.86,0.39946,0.25911,0.00386,0.97712,0.97959,0.99308,0.95965,0.2995,0.14925,0.00379,0.000662183,0.000662183,0.000662183
141,1596.61,0.41806,0.24244,0.00373,0.97663,1,0.9946,0.95154,0.32762,0.1192,0.00387,0.000657963,0.000657963,0.000657963
142,1608.34,0.4931,0.2697,0.00552,0.97985,0.99273,0.9946,0.94832,0.35323,0.15736,0.00427,0.000653732,0.000653732,0.000653732
143,1618.72,0.46115,0.28113,0.00508,0.99877,1,0.995,0.9523,0.35981,0.10885,0.0043,0.000649488,0.000649488,0.000649488
144,1628.83,0.41836,0.24518,0.00463,1,0.99934,0.995,0.95107,0.35177,0.11201,0.00479,0.000645233,0.000645233,0.000645233
145,1639.42,0.44468,0.26086,0.00478,1,0.97847,0.99422,0.93089,0.39186,0.14772,0.00555,0.000640966,0.000640966,0.000640966
146,1651.17,0.40639,0.2621,0.00404,0.97678,0.97959,0.99267,0.94997,0.3656,0.15071,0.00436,0.000636688,0.000636688,0.000636688
147,1661.81,0.42868,0.24958,0.00407,1,0.99837,0.995,0.95797,0.33868,0.12372,0.00408,0.0006324,0.0006324,0.0006324
148,1673.08,0.41463,0.23387,0.00378,0.99305,1,0.995,0.95296,0.3422,0.1506,0.00437,0.000628101,0.000628101,0.000628101
149,1683.85,0.40539,0.24394,0.00463,0.99755,1,0.995,0.96387,0.296,0.12368,0.0037,0.000623793,0.000623793,0.000623793
150,1694.73,0.40651,0.2364,0.00395,0.99831,1,0.995,0.94605,0.355,0.12687,0.00491,0.000619475,0.000619475,0.000619475
151,1706.31,0.41475,0.23417,0.00398,0.92171,0.9611,0.98819,0.93264,0.35004,0.23076,0.00422,0.000615148,0.000615148,0.000615148
152,1716.82,0.41742,0.24226,0.00407,0.97857,1,0.9934,0.95004,0.33191,0.12922,0.00378,0.000610812,0.000610812,0.000610812
153,1727.67,0.44137,0.29339,0.00444,0.97952,0.97635,0.9934,0.95083,0.31301,0.14375,0.00396,0.000606467,0.000606467,0.000606467
154,1739.14,0.41196,0.2645,0.00407,0.98,0.9998,0.9946,0.95455,0.32719,0.15246,0.00385,0.000602114,0.000602114,0.000602114
155,1749.25,0.40658,0.25744,0.0037,0.98188,0.95918,0.99231,0.96595,0.30334,0.15619,0.0034,0.000597754,0.000597754,0.000597754
